SECID,ISIN,SHORTNAME,RATING,RATING_SCORE,YEARS_TO_MATURITY,MATDATE,FACEVALUE,LASTPRICE,CLEAN_PRICE_RUB,DIRTY_PRICE_RUB,ACCRUEDINT,COUPONPERCENT,YTM_PCT,CURRENT_YIELD_PCT
RU000A108QF2,RU000A108QF2,СФО БКС 34,Нет данных,,0.59,2026-11-29,1000,,,,0.03,0.01,0.0,
RU000A108QG0,RU000A108QG0,СФО БКС 35,Нет данных,,0.61,2026-12-07,1000,60.15,601.5,601.53,0.03,0.01,0.0,0.02
RU000A108QH8,RU000A108QH8,СберИОС627,AAA,0.0,1.16,2027-06-25,1000,101.6,1016.0,1016.03,0.03,0.01,0.0,0.01
RU000A108QJ4,RU000A108QJ4,СберИОС628,AAA,0.0,1.18,2027-07-02,1000,112.5,1125.0,1125.03,0.03,0.01,0.0,0.01
RU000A108RK0,RU000A108RK0,РКС2Р4,BBB-,9.0,1.14,2027-06-18,1000,92.46,924.6,988.71,64.11,20.0,30.97,21.63
RU000A108RM6,RU000A108RM6,МСПБанк1P1,BBB-,9.0,1.11,2027-06-06,1000,100.01,1000.1,1059.08,58.98,18.4,19.47,18.4
RU000A108RP9,RU000A108RP9,АФБАНК1Р12,AA,2.0,1.14,2027-06-18,1000,100.2,1002.0,1058.74,56.74,17.7,15.84,17.66
RU000A108RQ7,RU000A108RQ7,SELGOLD003,A+,4.0,3.38,2029-09-14,11409.47,91.73,10465.91,10667.06,201.15,5.5,8.59,6.0
RU000A108TC3,RU000A108TC3,СберИОС629,AAA,0.0,3.19,2029-07-04,1000,80.4,804.0,804.03,0.03,0.01,0.0,0.01
RU000A108TD1,RU000A108TD1,ИнвОбл07,AA,2.0,1.43,2027-10-01,1000,75.83,758.3,758.33,0.03,0.01,21.64,0.01
RU000A108TE9,RU000A108TE9,ИнвОбл08,AA,2.0,1.43,2027-10-01,1000,88.95,889.5,889.53,0.03,0.01,8.56,0.01
RU000A108TU5,RU000A108TU5,Джи-гр 2Р4,A-,6.0,0.63,2026-12-12,1000,96.75,967.5,967.5,0.0,,24.62,0.0
RU000A108TV3,RU000A108TV3,АЛРОCЗ027Д,AAA,0.0,1.16,2027-06-25,1000,93.69,936.9,946.84,9.94,3.1,9.01,3.31
RU000A108U49,RU000A108U49,УрожайБО05,BB-,12.0,1.16,2027-06-23,1000,65.55,655.5,655.53,0.03,0.01,44.23,0.02
RU000A108U72,RU000A108U72,ПКБ 1Р-05,A-,6.0,2.11,2028-06-07,1000,99.8,998.0,998.0,0.0,,17.38,0.0
RU000A108U80,RU000A108U80,СберИОС631,AAA,0.0,3.24,2029-07-25,1000,71.5,715.0,715.03,0.03,0.01,0.0,0.01
RU000A108U98,RU000A108U98,СберИОС630,AAA,0.0,3.25,2029-07-26,1000,80.2,802.0,802.03,0.03,0.01,0.0,0.01
RU000A108UJ6,RU000A108UJ6,NSKATD-01,A-,6.0,0.17,2026-06-27,1000,100.25,1002.5,1063.4,60.9,19.0,18.42,18.95
RU000A108UM0,RU000A108UM0,ГПБ004Р09,AA+,1.0,0.26,2026-07-31,1000,97,970.0,970.03,0.03,0.01,12.57,0.01
RU000A108UR9,RU000A108UR9,РЕСОЛиБП26,AA-,3.0,8.14,2034-06-16,1000,105.76,1057.6,1116.9,59.3,18.5,14.7,17.49
RU000A108VL0,RU000A108VL0,ГПБ005P12P,AA+,1.0,1.77,2028-02-01,1000,97.84,978.4,1028.08,49.68,15.5,15.49,15.84
RU000A108VM8,RU000A108VM8,РедСофт2P5,BBB,8.0,0.17,2026-06-29,1000,100.91,1009.1,1074.81,65.71,20.5,15.7,20.32
RU000A108VW7,RU000A108VW7,РУСАЛ 1Р9,A+,4.0,1.14,2027-06-17,1000,100.24,1002.4,1002.4,0.0,,16.09,0.0
RU000A108WH6,RU000A108WH6,СберИОС632,AAA,0.0,1.26,2027-07-30,1000,100.2,1002.0,1002.03,0.03,0.01,0.0,0.01
RU000A108WJ2,RU000A108WJ2,БИЗНЕС01,B-,15.0,1.68,2027-12-30,1000,72.08,720.8,794.53,73.73,23.0,57.6,31.91
RU000A108WV7,RU000A108WV7,Фордевинд6,BB+,10.0,1.64,2027-12-17,1000,100,1000.0,1064.11,64.11,20.0,21.95,20.0
RU000A108WY1,RU000A108WY1,МЕТАЛИН1P8,AA+,1.0,0.68,2027-01-01,1000,100,1000.0,1000.0,0.0,,15.33,0.0
RU000A108Y11,RU000A108Y11,ДФФ ЗО28,BBB+,7.0,1.79,2028-02-08,1000,81.7999,818.0,835.15,17.15,5.35,18.43,6.54
RU000A108Y60,RU000A108Y60,ПУБ001Р-01,BB,11.0,1.16,2027-06-24,626.5,102.27,640.72,684.9,44.18,22.0,19.34,21.51
RU000A108Y86,RU000A108Y86,Европлн1Р7,AA,2.0,1.16,2027-06-24,1000,100.46,1004.6,1004.6,0.0,,15.61,0.0
RU000A108YZ4,RU000A108YZ4,ММЗ001P-01,B+,13.0,1.16,2027-06-26,435,100.19,435.83,463.72,27.89,20.0,21.47,19.96
RU000A108Z02,RU000A108Z02,СберИОС633,AAA,0.0,3.29,2029-08-09,1000,88.8,888.0,888.03,0.03,0.01,0.0,0.01
RU000A108Z10,RU000A108Z10,СберИОС634,AAA,0.0,3.28,2029-08-08,1000,71.9,719.0,719.03,0.03,0.01,0.0,0.01
RU000A108Z77,RU000A108Z77,ПрактЛК1Р3,A,5.0,1.26,2027-08-02,418.3,99.45,416.0,439.6,23.6,17.6,20.13,17.7
RU000A108Z85,RU000A108Z85,РЖД 1Р-32R,AAA,0.0,3.31,2029-08-18,1000,98.23,982.3,1034.9,52.6,16.41,14.98,16.71
RU000A108Z93,RU000A108Z93,ВТБЛИЗ 1Р1,AA,2.0,0.18,2026-07-02,1000,100.76,1007.6,1064.5,56.9,17.75,14.26,17.62
RU000A108ZH9,RU000A108ZH9,Славнеф2Р5,AA,2.0,8.05,2034-05-15,1000,99.9,999.0,999.0,0.0,,15.53,0.0
RU000A108ZT4,RU000A108ZT4,РСЭКСМБ2Р5,AA+,1.0,8.19,2034-07-05,1000,100.28,1002.8,1002.8,0.0,,15.46,0.0
RU000A108ZU2,RU000A108ZU2,МГКЛ-1P6,BB-,12.0,3.15,2029-06-21,1000,101.3,1013.0,1086.73,73.73,23.0,24.87,22.7
RU000A109080,RU000A109080,ГазКап2P15,AAA,0.0,1.76,2028-01-30,1000,,,,0.0,,0.0,
RU000A109098,RU000A109098,iПозитивР1,AA-,3.0,1.19,2027-07-04,1000,99.95,999.5,999.5,0.0,,15.79,0.0
RU000A1090A1,RU000A1090A1,ТАЛК001P02,BBB,8.0,1.19,2027-07-04,600,101.64,609.84,644.94,35.1,18.25,16.49,17.96
RU000A1090H6,RU000A1090H6,ПионЛизБО6,B,14.0,8.09,2034-05-31,1000,84.96,849.6,922.3,72.7,22.68,30.49,26.69
RU000A1090K0,RU000A1090K0,Магнит4P06,AAA,0.0,0.21,2026-07-12,1000,99.93,999.3,1050.59,51.29,16.0,16.82,16.01
RU000A1090M6,RU000A1090M6,РЕСОЛиБП27,AA-,3.0,0.21,2026-07-12,1000,104.68,1046.8,1104.5,57.7,18.0,-4.53,17.2
RU000A1090N4,RU000A1090N4,Аэрфью2Р03,A,5.0,1.23,2027-07-20,1000,97.83,978.3,978.3,0.0,,19.7,0.0
RU000A109221,RU000A109221,МИРРИКО1P1,BBB-,9.0,1.23,2027-07-20,1000,85.31,853.1,914.0,60.9,19.0,36.15,22.27
RU000A109254,RU000A109254,СберCIB857,AAA,0.0,1.8,2028-02-15,1000,,,,0.0,,0.0,
RU000A109262,RU000A109262,СберСIB858,AAA,0.0,1.88,2028-03-14,1000,156.64,1566.4,1566.4,0.0,,0.0,0.0
RU000A109270,RU000A109270,СберСIB859,AAA,0.0,1.98,2028-04-18,1000,,,,0.0,,0.0,
RU000A109288,RU000A109288,СберСIB860,AAA,0.0,2.0,2028-04-28,1000,127.37,1273.7,1273.7,0.0,,0.0,0.0
RU000A109296,RU000A109296,СберСIB861,AAA,0.0,2.14,2028-06-16,1000,,,,0.0,,0.0,
RU000A1092A7,RU000A1092A7,СберСIB862,AAA,0.0,2.17,2028-06-28,1000,,,,0.0,,0.0,
RU000A1092S9,RU000A1092S9,ЭлемЛиз1P9,A,5.0,1.2,2027-07-10,418.3,103.49,432.9,457.71,24.81,18.5,13.38,17.88
RU000A1092T7,RU000A1092T7,Омега01,B+,13.0,1.69,2028-01-05,1000,55.91,559.1,620.0,60.9,19.0,88.79,33.98
RU000A109312,RU000A109312,МТС 2P-06,AAA,0.0,2.23,2028-07-20,1000,98.19,981.9,981.9,0.0,,15.63,0.0
RU000A1093G2,RU000A1093G2,ИАДОМ 1P46,AAA,0.0,29.84,2056-02-28,651.24,101.4,660.36,660.36,0.0,,0.0,0.0
RU000A1093H0,RU000A1093H0,СберИОС636,AAA,0.0,3.33,2029-08-24,1000,98.3,983.0,983.03,0.03,0.01,0.0,0.01
RU000A1093J6,RU000A1093J6,СберИОС637,AAA,0.0,3.32,2029-08-21,1000,95.4,954.0,954.03,0.03,0.01,0.0,0.01
RU000A1093K4,RU000A1093K4,СберИОС638,AAA,0.0,3.33,2029-08-24,1000,83.8,838.0,838.03,0.03,0.01,0.0,0.01
RU000A1093L2,RU000A1093L2,ВЭБP-46,AAA,0.0,0.65,2026-12-22,1000,100,1000.0,1000.0,0.0,,14.44,0.0
RU000A1094E5,RU000A1094E5,Мегафон2P6,AAA,0.0,0.25,2026-07-28,1000,100.22,1002.2,1002.2,0.0,,15.08,0.0
RU000A1094F2,RU000A1094F2,ЧеркизБ1P7,AA,2.0,1.22,2027-07-15,1000,100.23,1002.3,1002.3,0.0,,15.07,0.0
RU000A1094G0,RU000A1094G0,РУСАЛ 1Р8,A+,4.0,1.26,2027-08-01,100,102.9968,103.0,105.97,2.97,9.25,6.93,8.98
RU000A1094P1,RU000A1094P1,ГПБ004Р10,AA+,1.0,0.34,2026-08-30,1000,100.1,1001.0,1001.03,0.03,0.01,-0.28,0.01
RU000A1094T3,RU000A1094T3,ДрктЛиз2Р3,BB,11.0,3.19,2029-07-06,649.3,88.55,574.96,614.51,39.55,19.0,29.22,21.46
RU000A1094U1,RU000A1094U1,Байсэл 1Р1,BB-,12.0,1.25,2027-07-29,1000,99.98,999.8,1078.33,78.53,24.5,26.97,24.5
RU000A1094W7,RU000A1094W7,ХРОМОС Б2,BB,11.0,3.19,2029-07-06,1000,87.04,870.4,933.71,63.31,19.75,25.92,22.69
RU000A1094X5,RU000A1094X5,ГазКап2P16,AAA,0.0,2.21,2028-07-11,1000,,,,0.0,,0.0,
RU000A109528,RU000A109528,Россет1Р13,AAA,0.0,1.22,2027-07-18,1000,99.89,998.9,998.9,0.0,,15.01,0.0
RU000A109551,RU000A109551,БалтЛизП12,AA-,3.0,1.33,2027-08-25,1000,94.17,941.7,941.7,0.0,,23.79,0.0
RU000A1095B8,RU000A1095B8,ИнвОбл09,AA,2.0,0.43,2026-10-02,1000,97.8,978.0,978.03,0.03,0.01,5.32,0.01
RU000A1095L7,RU000A1095L7,СамолетP14,A-,6.0,1.23,2027-07-22,1000,85.35,853.5,853.5,0.0,,34.67,0.0
RU000A1095M5,RU000A1095M5,ВТБ Б1-360,AAA,0.0,3.26,2029-07-31,1000,,,,0.0,,0.0,
RU000A1095N3,RU000A1095N3,СФОРЛО-А,A-,6.0,3.36,2029-09-06,486,97.02,471.52,501.12,29.6,19.0,0.0,19.58
RU000A1095W4,RU000A1095W4,Ростел1P9R,AAA,0.0,1.27,2027-08-04,1000,99.86,998.6,998.6,0.0,,14.98,0.0
RU000A109775,RU000A109775,ИнвОбл10,AA,2.0,0.43,2026-10-02,1000,88.7,887.0,887.03,0.03,0.01,32.16,0.01
RU000A1097A6,RU000A1097A6,СберИОС641,AAA,0.0,3.37,2029-09-10,1000,95.8,958.0,958.03,0.03,0.01,0.0,0.01
RU000A1097C2,RU000A1097C2,АРЕНЗА1Р05,BBB+,7.0,1.34,2027-08-30,800,98.97,791.76,838.56,46.8,18.25,19.14,18.44
RU000A1097R0,RU000A1097R0,СберИОС642,AAA,0.0,3.38,2029-09-11,1000,108.7,1087.0,1087.03,0.03,0.01,0.0,0.01
RU000A1097S8,RU000A1097S8,ГПБ005P04P,AA+,1.0,1.79,2028-02-08,1000,98.11,981.1,981.1,0.0,,15.48,0.0
RU000A1097T6,RU000A1097T6,СБ СекьюрА,AAA,0.0,7.33,2033-08-26,312.21,102.79,320.92,340.94,20.02,20.0,14.76,19.46
RU000A1097X8,RU000A1097X8,БИАНКА-01,BB,11.0,1.25,2027-07-29,1000,97.6,976.0,1049.73,73.73,23.0,28.39,23.57
RU000A109825,RU000A109825,АЗБУКАВКП3,A+,4.0,8.15,2034-06-22,1000,100.17,1001.7,1056.19,54.49,17.0,16.48,16.97
RU000A109833,RU000A109833,СберИОС639,AAA,0.0,1.35,2027-09-02,1000,111.5,1115.0,1115.03,0.03,0.01,0.0,0.01
RU000A109841,RU000A109841,СберИОС640,AAA,0.0,1.35,2027-09-02,1000,106.4,1064.0,1064.03,0.03,0.01,0.0,0.01
RU000A109874,RU000A109874,СамолетP15,A-,6.0,1.26,2027-07-30,1000,97.48,974.8,1037.31,62.51,19.5,33.3,20.0
RU000A109890,RU000A109890,ВЭББНКР 07,BB,11.0,1.75,2028-01-26,1000,94.1,941.0,1005.11,64.11,20.0,25.81,21.25
RU000A1098F3,RU000A1098F3,Систем1P31,AA-,3.0,2.54,2028-11-08,1000,89.36,893.6,893.6,0.0,,21.65,0.0
RU000A1098T4,RU000A1098T4,Сульфур1P1,B,14.0,1.29,2027-08-12,1000,94.27,942.7,1022.84,80.14,25.0,35.5,26.52
RU000A109908,RU000A109908,МВ ФИН 1Р5,BBB+,7.0,0.28,2026-08-06,1000,96.03,960.3,960.3,0.0,,39.47,0.0
RU000A109916,RU000A109916,РостелP10R,AAA,0.0,0.3,2026-08-14,1000,102.11,1021.1,1082.81,61.71,19.25,12.39,18.85
RU000A109981,RU000A109981,Джи-гр 2Р5,A-,6.0,1.34,2027-08-31,1000,93.19,931.9,931.9,0.0,,24.13,0.0
RU000A1099A2,RU000A1099A2,НоваБевБП7,AA,2.0,1.27,2027-08-05,1000,100,1000.0,1052.57,52.57,16.4,15.23,16.4
RU000A1099E4,RU000A1099E4,МОЭ 1Р01,AA+,1.0,3.24,2029-07-25,1000,99.92,999.2,999.2,0.0,,15.42,0.0
RU000A1099P0,RU000A1099P0,БДеньг-2P7,BB,11.0,1.77,2028-02-03,1000,100.19,1001.9,1075.63,73.73,23.0,24.79,22.96
RU000A1099S4,RU000A1099S4,Новосиб 24,AA,2.0,3.31,2029-08-17,1000,104.17,1041.7,1099.4,57.7,18.0,14.5,17.28
RU000A1099V8,RU000A1099V8,СовкмЛ П07,AA-,3.0,1.28,2027-08-08,890,99.49,885.46,885.46,0.0,,17.4,0.0
RU000A1099W6,RU000A1099W6,ЕДА-01,BB,11.0,1.31,2027-08-20,1000,100.57,1005.7,1079.43,73.73,23.0,24.42,22.87
RU000A109A34,RU000A109A34,СберИОС644,AAA,0.0,3.42,2029-09-27,1000,92.4,924.0,924.03,0.03,0.01,0.0,0.01
RU000A109AU3,RU000A109AU3,Агродом01,C,,1.82,2028-02-22,1000,28.69,286.9,355.82,68.92,21.5,180.45,74.94
RU000A109B33,RU000A109B33,Газпн3P13R,AAA,0.0,1.79,2028-02-09,1000,99.61,996.1,996.1,0.0,,15.21,0.0
RU000A109B82,RU000A109B82,АЛЬЯНС 1P6,BBB-,9.0,1.79,2028-02-10,1000,83.5,835.0,835.0,0.0,,33.44,0.0
RU000A109BN6,RU000A109BN6,СберСIB872,AAA,0.0,0.33,2026-08-24,1000,101.61,1016.1,1016.1,0.0,,0.0,0.0
RU000A109BP1,RU000A109BP1,СберСIB873,AAA,0.0,0.35,2026-09-02,1000,104.8,1048.0,1048.0,0.0,,0.0,0.0
RU000A109BQ9,RU000A109BQ9,СберСIB874,AAA,0.0,0.33,2026-08-26,1000,95.71,957.1,957.1,0.0,,0.0,0.0
RU000A109BR7,RU000A109BR7,СберСIB875,AAA,0.0,0.84,2027-02-26,1000,94.54,945.4,945.4,0.0,,0.0,0.0
RU000A109BS5,RU000A109BS5,СберСIB876,AAA,0.0,0.36,2026-09-04,1000,,,,0.0,,0.0,
RU000A109BT3,RU000A109BT3,СберСIB877,AAA,0.0,0.57,2026-11-20,1000,99.1,991.0,991.0,0.0,,0.0,0.0
RU000A109BU1,RU000A109BU1,СберСIB878,AAA,0.0,0.39,2026-09-18,1000,102.99,1029.9,1029.9,0.0,,0.0,0.0
RU000A109BV9,RU000A109BV9,СберСIB879,AAA,0.0,0.89,2027-03-18,1000,,,,0.0,,0.0,
RU000A109BW7,RU000A109BW7,СберСIB880,AAA,0.0,1.4,2027-09-20,1000,,,,0.0,,0.0,
RU000A109BY3,RU000A109BY3,СберСIB882,AAA,0.0,0.1,2026-06-01,1000,120.7,1207.0,1207.0,0.0,,0.0,0.0
RU000A109BZ0,RU000A109BZ0,СберСIB883,AAA,0.0,0.1,2026-06-01,1000,118.39,1183.9,1183.9,0.0,,0.0,0.0
RU000A109C08,RU000A109C08,СберСIB884,AAA,0.0,0.11,2026-06-05,1000,120.1,1201.0,1201.0,0.0,,0.0,0.0
RU000A109C16,RU000A109C16,СберСIB885,AAA,0.0,0.16,2026-06-24,1000,103.9,1039.0,1039.0,0.0,,0.0,0.0
RU000A109C24,RU000A109C24,СберСIB886,AAA,0.0,0.18,2026-07-02,1000,102.7,1027.0,1027.0,0.0,,0.0,0.0
RU000A109C32,RU000A109C32,СберСIB887,AAA,0.0,0.24,2026-07-24,1000,106.7,1067.0,1067.0,0.0,,0.0,0.0
RU000A109C40,RU000A109C40,СберСIB888,AAA,0.0,0.3,2026-08-13,1000,100.8,1008.0,1008.0,0.0,,0.0,0.0
RU000A109C57,RU000A109C57,СберСIB889,AAA,0.0,0.48,2026-10-20,1000,111.7,1117.0,1117.0,0.0,,0.0,0.0
RU000A109C73,RU000A109C73,СберСIB891,AAA,0.0,0.19,2026-07-06,1000,101.3,1013.0,1013.0,0.0,,0.0,0.0
RU000A109C81,RU000A109C81,СберСIB892,AAA,0.0,0.22,2026-07-16,1000,109.3,1093.0,1093.0,0.0,,0.0,0.0
RU000A109C99,RU000A109C99,СберСIB893,AAA,0.0,0.39,2026-09-18,1000,105.3,1053.0,1053.0,0.0,,0.0,0.0
RU000A109CA1,RU000A109CA1,СберСIB894,AAA,0.0,0.07,2026-05-21,1000,,,,0.0,,0.0,
RU000A109DK8,RU000A109DK8,ГПБ004Р11,AA+,1.0,0.43,2026-09-30,1000,103.1,1031.0,1031.03,0.03,0.01,-6.93,0.01
RU000A109DP7,RU000A109DP7,ТАЛК001P03,BBB,8.0,1.31,2027-08-18,640,98.5,630.4,666.3,35.9,17.5,19.8,17.77
RU000A109DT9,RU000A109DT9,Росагрл2Р3,AA-,3.0,1.41,2027-09-24,1000,98.5,985.0,985.0,0.0,,16.94,0.0
RU000A109DV5,RU000A109DV5,ИнтЛиз1Р09,A,5.0,1.31,2027-08-19,640,98.21,628.54,665.67,37.13,18.1,20.41,18.43
RU000A109DY9,RU000A109DY9,Роснфт4P2,AAA,0.0,8.32,2034-08-22,1000,105.5,1055.0,1075.84,20.84,6.5,-8.28,6.16
RU000A109E71,RU000A109E71,ТрансКо2P1,AA-,3.0,1.31,2027-08-20,1000,97.26,972.6,972.6,0.0,,18.41,0.0
RU000A109EG4,RU000A109EG4,ГПБ004Р12,AA+,1.0,0.51,2026-10-31,1000,91.7,917.0,917.03,0.03,0.01,18.75,0.01
RU000A109EH2,RU000A109EH2,Румбрг1P12,Нет данных,,0.43,2026-09-30,1000,,,,0.0,,0.0,
RU000A109EJ8,RU000A109EJ8,Румбрг1P13,Нет данных,,0.61,2026-12-04,1000,17.75,177.5,177.5,0.0,,0.0,0.0
RU000A109EX9,RU000A109EX9,СФО БКС 43,Нет данных,,0.54,2026-11-10,1000,,,,0.03,0.01,0.0,
RU000A109F05,RU000A109F05,АСПЭКДом02,BB-,12.0,1.35,2027-09-03,1000,102.65,1026.5,1105.03,78.53,24.5,21.3,23.87
RU000A109GX4,RU000A109GX4,СберКИБ1P4,AAA,0.0,1.02,2027-05-04,1000,88.7,887.0,887.0,0.0,,0.0,0.0
RU000A109H37,RU000A109H37,СбКИБ1P10,AAA,0.0,1.61,2027-12-06,1000,145.2,1452.0,1452.0,0.0,,0.0,0.0
RU000A109H52,RU000A109H52,СбКИБ1P12,AAA,0.0,1.66,2027-12-23,1000,102.99,1029.9,1029.9,0.0,,0.0,0.0
RU000A109H60,RU000A109H60,СбКИБ1P13,AAA,0.0,3.74,2030-01-22,1000,94.2,942.0,942.0,0.0,,0.0,0.0
RU000A109H94,RU000A109H94,СбКИБ1P16,AAA,0.0,1.93,2028-03-31,1000,103.4,1034.0,1034.0,0.0,,0.0,0.0
RU000A109HD4,RU000A109HD4,СбКИБ1P20,AAA,0.0,1.97,2028-04-17,1000,72.2,722.0,722.0,0.0,,0.0,0.0
RU000A109HE2,RU000A109HE2,СбКИБ1P21,AAA,0.0,0.98,2027-04-19,1000,143.8,1438.0,1438.0,0.0,,0.0,0.0
RU000A109HF9,RU000A109HF9,СбКИБ1P22,AAA,0.0,1.96,2028-04-11,1000,,,,0.0,,0.0,
RU000A109HG7,RU000A109HG7,СбКИБ1P23,AAA,0.0,2.0,2028-04-26,1000,,,,0.0,,0.0,
RU000A109HH5,RU000A109HH5,СбКИБ1P24,AAA,0.0,1.03,2027-05-07,1000,83.9,839.0,839.0,0.0,,0.0,0.0
RU000A109HJ1,RU000A109HJ1,СбКИБ1P25,AAA,0.0,2.0,2028-04-28,1000,102.5,1025.0,1025.0,0.0,,0.0,0.0
RU000A109HK9,RU000A109HK9,СбКИБ1P26,AAA,0.0,0.02,2026-05-06,1000,104,1040.0,1040.0,0.0,,0.0,0.0
RU000A109HL7,RU000A109HL7,СбКИБ1P27,AAA,0.0,2.0,2028-04-28,1000,86.95,869.5,869.5,0.0,,0.0,0.0
RU000A109HM5,RU000A109HM5,СбКИБ1P28,AAA,0.0,2.04,2028-05-10,1000,76.6,766.0,766.0,0.0,,0.0,0.0
RU000A109HN3,RU000A109HN3,СбКИБ1P29,AAA,0.0,2.07,2028-05-22,1000,99.99,999.9,999.9,0.0,,0.0,0.0
RU000A109HX2,RU000A109HX2,iВУШ 1P3,BBB+,7.0,1.34,2027-08-28,1000,85.57,855.7,855.7,0.0,,32.63,0.0
RU000A109JJ7,RU000A109JJ7,СберИОС647,AAA,0.0,3.45,2029-10-09,1000,90.99,909.9,909.93,0.03,0.01,0.0,0.01
RU000A109JK5,RU000A109JK5,СберИОС648,AAA,0.0,3.45,2029-10-09,1000,87.6,876.0,876.03,0.03,0.01,0.0,0.01
RU000A109JS8,RU000A109JS8,РостелP11R,AAA,0.0,1.38,2027-09-13,1000,99.77,997.7,997.7,0.0,,15.01,0.0
RU000A109JW0,RU000A109JW0,КАМАЗ БП12,A,5.0,1.38,2027-09-14,1000,96.26,962.6,962.6,0.0,,18.64,0.0
RU000A109JX8,RU000A109JX8,ЛАЗСИСТ-01,BBB,8.0,1.35,2027-09-02,1000,98.16,981.6,1043.31,61.71,19.25,20.29,19.61
RU000A109JY6,RU000A109JY6,РУСАЛ 1Р11,A+,4.0,3.32,2029-08-22,1000,100.52,1005.2,1005.2,0.0,,15.63,0.0
RU000A109JZ3,RU000A109JZ3,РУСАЛ 1Р10,A+,4.0,0.86,2027-03-06,1000,100.15,1001.5,1001.5,0.0,,16.51,0.0
RU000A109K40,RU000A109K40,ФосАгро П2,AAA,0.0,0.37,2026-09-08,1000,100.17,1001.7,1001.7,0.0,,15.55,0.0
RU000A109K65,RU000A109K65,ГазпКап3P4,AAA,0.0,1.35,2027-09-03,1000,,,,0.0,,0.0,
RU000A109K81,RU000A109K81,АЛЬФАБ1Р14,BBB,8.0,5.4,2031-09-19,1000,,,,0.0,,0.0,
RU000A109KC0,RU000A109KC0,ИКС5Фин3P6,AAA,0.0,9.52,2035-11-04,1000,102.23,1022.3,1068.46,46.16,14.4,13.6,14.09
RU000A109KG1,RU000A109KG1,НэппиБО01,C,,1.36,2027-09-04,1000,45.67,456.7,537.64,80.94,25.25,182.65,55.29
RU000A109KL1,RU000A109KL1,ВТБ Б1-359,AAA,0.0,1.4,2027-09-20,1000,99.65,996.5,1044.58,48.08,15.0,16.4,15.05
RU000A109KT4,RU000A109KT4,ТФинанс1P1,A+,4.0,0.37,2026-09-10,1000,100,1000.0,1000.0,0.0,,18.0,0.0
RU000A109KV0,RU000A109KV0,МСПБанк1P2,BBB-,9.0,3.33,2029-08-25,1000,99.98,999.8,1056.7,56.9,17.75,18.07,17.75
RU000A109KW8,RU000A109KW8,НКНХ 1Р-03,AAA,0.0,5.3,2031-08-15,1000,99.68,996.8,1048.73,51.93,16.2,14.97,16.25
RU000A109KX6,RU000A109KX6,ВИС Ф БП06,A+,4.0,1.4,2027-09-22,1000,96.26,962.6,962.6,0.0,,20.63,0.0
RU000A109KY4,RU000A109KY4,АФБАНК1Р13,AA,2.0,1.39,2027-09-17,1000,100.11,1001.1,1058.16,57.06,17.8,15.89,17.78
RU000A109L49,RU000A109L49,АЛРОСА1Р1,AAA,0.0,2.35,2028-09-02,1000,99.81,998.1,998.1,0.0,,14.66,0.0
RU000A109L72,RU000A109L72,Якут-35016,A+,4.0,3.5,2029-10-28,1000,99.24,992.4,1044.65,52.25,16.3,15.19,16.42
RU000A109L98,RU000A109L98,ИАДОМ 1P45,AAA,0.0,29.0,2055-04-28,874.12,97.95,856.2,901.87,45.67,16.3,0.0,16.64
RU000A109LC8,RU000A109LC8,РОЛЬФ 1Р03,BBB+,7.0,1.37,2027-09-09,1000,90.62,906.2,963.9,57.7,18.0,26.8,19.86
RU000A109LG9,RU000A109LG9,Сбер SbD2R,AAA,0.0,3.43,2029-09-30,1000,62.98,629.8,629.8,0.0,,14.44,0.0
RU000A109LL9,RU000A109LL9,СберИОС649,AAA,0.0,3.5,2029-10-26,1000,81.5,815.0,815.03,0.03,0.01,0.0,0.01
RU000A109MB8,RU000A109MB8,ВСМИ1,AAA,0.0,23.56,2049-11-16,1306.66,,,,0.0,,0.0,
RU000A109MG7,RU000A109MG7,ИАДОМ 1P50,AAA,0.0,29.07,2055-05-23,869.26,96.56,839.36,839.36,0.0,,0.0,0.0
RU000A109N54,RU000A109N54,sСОПФДОМ10,AAA,0.0,0.41,2026-09-25,1000,,,,0.0,,0.0,
RU000A109N96,RU000A109N96,ВТБ Б1-361,AAA,0.0,3.4,2029-09-21,1000,,,,0.0,,0.0,
RU000A109NA8,RU000A109NA8,СолСАТЛ01,B,14.0,1.87,2028-03-10,620,100.24,621.49,669.19,47.7,24.0,26.53,23.94
RU000A109NC4,RU000A109NC4,РКСЭталон4,AAA,0.0,6.6,2032-12-01,368.6,104.12,383.79,409.19,25.4,21.5,14.84,20.65
RU000A109NF7,RU000A109NF7,ЯТЭК 1P-4,A-,6.0,1.39,2027-09-17,1000,99.99,999.9,999.9,0.0,,16.51,0.0
RU000A109NG5,RU000A109NG5,ИАДОМ 1P49,AAA,0.0,29.34,2055-08-28,724.41,95.09,688.84,688.84,0.0,,0.0,0.0
RU000A109NH3,RU000A109NH3,ИАДОМ 1P47,AAA,0.0,27.09,2053-05-28,835.8,96.08,803.04,848.05,45.01,16.8,0.0,17.49
RU000A109NJ9,RU000A109NJ9,ИАДОМ 1P48,AAA,0.0,28.59,2054-11-28,785.25,86.34,677.98,699.38,21.4,8.5,0.0,9.84
RU000A109NM3,RU000A109NM3,РСТ-01,BBB-,9.0,1.39,2027-09-15,1000,102.5,1025.0,1100.33,75.33,23.5,23.63,22.93
